,0
666,"[(0, 9), (0, 13), (0, 19), (0, 21), (0, 23), (0, 24), (0, 25), (0, 33), (0, 36), (0, 37), (0, 40), (0, 43), (0, 44), (0, 47), (0, 48), (0, 50), (0, 52), (0, 53), (0, 61), (0, 65), (0, 68), (0, 69), (0, 70), (0, 72), (0, 75), (0, 78), (0, 80), (0, 83), (0, 85), (1, 2), (1, 6), (1, 7), (1, 10), (1, 14), (1, 15), (1, 17), (1, 18), (1, 22), (1, 24), (1, 30), (1, 34), (1, 36), (1, 38), (1, 41), (1, 52), (1, 61), (1, 65), (1, 67), (1, 69), (1, 70), (1, 71), (1, 72), (1, 73), (1, 77), (1, 81), (1, 83), (1, 84), (1, 85), (1, 86), (2, 6), (2, 7), (2, 10), (2, 14), (2, 15), (2, 17), (2, 18), (2, 22), (2, 24), (2, 30), (2, 34), (2, 36), (2, 38), (2, 41), (2, 52), (2, 61), (2, 65), (2, 67), (2, 69), (2, 70), (2, 71), (2, 72), (2, 73), (2, 77), (2, 81), (2, 83), (2, 84), (2, 85), (2, 86), (3, 4), (3, 5), (3, 8), (3, 11), (3, 20), (3, 24), (3, 26), (3, 27), (3, 28), (3, 29), (3, 31), (3, 32), (3, 35), (3, 42), (3, 44), (3, 46), (3, 51), (3, 53), (3, 54), (3, 55), (3, 56), (3, 59), (3, 61), (3, 63), (3, 64), (3, 66), (3, 67), (3, 75), (3, 76), (3, 82), (3, 87), (4, 5), (4, 8), (4, 11), (4, 20), (4, 24), (4, 26), (4, 27), (4, 28), (4, 29), (4, 31), (4, 32), (4, 35), (4, 42), (4, 44), (4, 46), (4, 51), (4, 53), (4, 54), (4, 55), (4, 56), (4, 59), (4, 61), (4, 63), (4, 64), (4, 66), (4, 67), (4, 75), (4, 76), (4, 82), (4, 87), (5, 8), (5, 11), (5, 20), (5, 24), (5, 26), (5, 27), (5, 28), (5, 29), (5, 31), (5, 32), (5, 35), (5, 42), (5, 44), (5, 46), (5, 51), (5, 53), (5, 54), (5, 55), (5, 56), (5, 59), (5, 61), (5, 63), (5, 64), (5, 66), (5, 67), (5, 75), (5, 76), (5, 82), (5, 87), (6, 7), (6, 10), (6, 14), (6, 15), (6, 17), (6, 18), (6, 22), (6, 24), (6, 30), (6, 34), (6, 36), (6, 38), (6, 41), (6, 52), (6, 61), (6, 65), (6, 67), (6, 69), (6, 70), (6, 71), (6, 72), (6, 73), (6, 77), (6, 81), (6, 83), (6, 84), (6, 85), (6, 86), (7, 10), (7, 14), (7, 15), (7, 17), (7, 18), (7, 22), (7, 24), (7, 30), (7, 34), (7, 36), (7, 38), (7, 41), (7, 52), (7, 61), (7, 65), (7, 67), (7, 69), (7, 70), (7, 71), (7, 72), (7, 73), (7, 77), (7, 81), (7, 83), (7, 84), (7, 85), (7, 86), (8, 11), (8, 20), (8, 24), (8, 26), (8, 27), (8, 28), (8, 29), (8, 31), (8, 32), (8, 35), (8, 42), (8, 44), (8, 46), (8, 51), (8, 53), (8, 54), (8, 55), (8, 56), (8, 59), (8, 61), (8, 63), (8, 64), (8, 66), (8, 67), (8, 75), (8, 76), (8, 82), (8, 87), (9, 13), (9, 19), (9, 21), (9, 23), (9, 24), (9, 25), (9, 33), (9, 36), (9, 37), (9, 40), (9, 43), (9, 44), (9, 47), (9, 48), (9, 50), (9, 52), (9, 53), (9, 61), (9, 65), (9, 68), (9, 69), (9, 70), (9, 72), (9, 75), (9, 78), (9, 80), (9, 83), (9, 85), (10, 14), (10, 15), (10, 17), (10, 18), (10, 22), (10, 24), (10, 30), (10, 34), (10, 36), (10, 38), (10, 41), (10, 52), (10, 61), (10, 65), (10, 67), (10, 69), (10, 70), (10, 71), (10, 72), (10, 73), (10, 77), (10, 81), (10, 83), (10, 84), (10, 85), (10, 86), (11, 20), (11, 24), (11, 26), (11, 27), (11, 28), (11, 29), (11, 31), (11, 32), (11, 35), (11, 42), (11, 44), (11, 46), (11, 51), (11, 53), (11, 54), (11, 55), (11, 56), (11, 59), (11, 61), (11, 63), (11, 64), (11, 66), (11, 67), (11, 75), (11, 76), (11, 82), (11, 87), (12, 15), (12, 16), (12, 22), (12, 24), (12, 39), (12, 45), (12, 49), (12, 57), (12, 58), (12, 60), (12, 62), (12, 69), (12, 74), (12, 79), (12, 81), (12, 88), (13, 19), (13, 21), (13, 23), (13, 24), (13, 25), (13, 33), (13, 36), (13, 37), (13, 40), (13, 43), (13, 44), (13, 47), (13, 48), (13, 50), (13, 52), (13, 53), (13, 61), (13, 65), (13, 68), (13, 69), (13, 70), (13, 72), (13, 75), (13, 78), (13, 80), (13, 83), (13, 85), (14, 15), (14, 17), (14, 18), (14, 22), (14, 24), (14, 30), (14, 34), (14, 36), (14, 38), (14, 41), (14, 52), (14, 61), (14, 65), (14, 67), (14, 69), (14, 70), (14, 71), (14, 72), (14, 73), (14, 77), (14, 79), (14, 81), (14, 83), (14, 84), (14, 85), (14, 86), (15, 16), (15, 17), (15, 18), (15, 22), (15, 24), (15, 30), (15, 34), (15, 36), (15, 38), (15, 39), (15, 41), (15, 45), (15, 49), (15, 52), (15, 57), (15, 58), (15, 60), (15, 61), (15, 62), (15, 65), (15, 67), (15, 69), (15, 70), (15, 71), (15, 72), (15, 73), (15, 74), (15, 77), (15, 79), (15, 81), (15, 83), (15, 84), (15, 85), (15, 86), (15, 88), (16, 22), (16, 24), (16, 39), (16, 45), (16, 49), (16, 57), (16, 58), (16, 60), (16, 62), (16, 69), (16, 74), (16, 79), (16, 81), (16, 88), (17, 18), (17, 22), (17, 24), (17, 30), (17, 34), (17, 36), (17, 38), (17, 41), (17, 52), (17, 61), (17, 65), (17, 67), (17, 69), (17, 70), (17, 71), (17, 72), (17, 73), (17, 77), (17, 81), (17, 83), (17, 84), (17, 85), (17, 86), (18, 22), (18, 24), (18, 30), (18, 34), (18, 36), (18, 38), (18, 41), (18, 52), (18, 61), (18, 65), (18, 67), (18, 69), (18, 70), (18, 71), (18, 72), (18, 73), (18, 77), (18, 81), (18, 83), (18, 84), (18, 85), (18, 86), (19, 21), (19, 23), (19, 24), (19, 25), (19, 33), (19, 36), (19, 37), (19, 40), (19, 43), (19, 44), (19, 47), (19, 48), (19, 50), (19, 52), (19, 53), (19, 61), (19, 65), (19, 68), (19, 69), (19, 70), (19, 72), (19, 75), (19, 78), (19, 80), (19, 83), (19, 85), (20, 24), (20, 26), (20, 27), (20, 28), (20, 29), (20, 31), (20, 32), (20, 35), (20, 42), (20, 44), (20, 46), (20, 51), (20, 53), (20, 54), (20, 55), (20, 56), (20, 59), (20, 61), (20, 63), (20, 64), (20, 66), (20, 67), (20, 75), (20, 76), (20, 82), (20, 87), (21, 23), (21, 24), (21, 25), (21, 33), (21, 36), (21, 37), (21, 40), (21, 43), (21, 44), (21, 47), (21, 48), (21, 50), (21, 52), (21, 53), (21, 61), (21, 65), (21, 68), (21, 69), (21, 70), (21, 72), (21, 75), (21, 78), (21, 80), (21, 83), (21, 85), (22, 24), (22, 30), (22, 34), (22, 36), (22, 38), (22, 39), (22, 41), (22, 45), (22, 49), (22, 52), (22, 57), (22, 58), (22, 60), (22, 61), (22, 62), (22, 65), (22, 67), (22, 69), (22, 70), (22, 71), (22, 72), (22, 73), (22, 74), (22, 77), (22, 79), (22, 81), (22, 83), (22, 84), (22, 85), (22, 86), (22, 88), (23, 24), (23, 25), (23, 33), (23, 36), (23, 37), (23, 40), (23, 43), (23, 44), (23, 47), (23, 48), (23, 50), (23, 52), (23, 53), (23, 61), (23, 65), (23, 68), (23, 69), (23, 70), (23, 72), (23, 75), (23, 78), (23, 80), (23, 83), (23, 85), (24, 25), (24, 26), (24, 27), (24, 28), (24, 29), (24, 30), (24, 31), (24, 32), (24, 33), (24, 34), (24, 35), (24, 36), (24, 37), (24, 38), (24, 39), (24, 40), (24, 41), (24, 42), (24, 43), (24, 44), (24, 45), (24, 46), (24, 47), (24, 48), (24, 49), (24, 50), (24, 51), (24, 52), (24, 53), (24, 54), (24, 55), (24, 56), (24, 57), (24, 58), (24, 59), (24, 60), (24, 61), (24, 62), (24, 63), (24, 64), (24, 65), (24, 66), (24, 67), (24, 68), (24, 69), (24, 70), (24, 71), (24, 72), (24, 73), (24, 74), (24, 75), (24, 76), (24, 77), (24, 78), (24, 79), (24, 80), (24, 81), (24, 82), (24, 83), (24, 84), (24, 85), (24, 86), (24, 87), (24, 88), (25, 33), (25, 36), (25, 37), (25, 40), (25, 43), (25, 44), (25, 47), (25, 48), (25, 50), (25, 52), (25, 53), (25, 61), (25, 65), (25, 68), (25, 69), (25, 70), (25, 72), (25, 75), (25, 78), (25, 80), (25, 83), (25, 85), (26, 27), (26, 28), (26, 29), (26, 31), (26, 32), (26, 35), (26, 42), (26, 44), (26, 46), (26, 51), (26, 53), (26, 54), (26, 55), (26, 56), (26, 59), (26, 61), (26, 63), (26, 64), (26, 66), (26, 67), (26, 75), (26, 76), (26, 82), (26, 87), (27, 28), (27, 29), (27, 31), (27, 32), (27, 35), (27, 42), (27, 44), (27, 46), (27, 51), (27, 53), (27, 54), (27, 55), (27, 56), (27, 59), (27, 61), (27, 63), (27, 64), (27, 66), (27, 67), (27, 75), (27, 76), (27, 82), (27, 87), (28, 29), (28, 31), (28, 32), (28, 35), (28, 42), (28, 44), (28, 46), (28, 51), (28, 53), (28, 54), (28, 55), (28, 56), (28, 59), (28, 61), (28, 63), (28, 64), (28, 66), (28, 67), (28, 75), (28, 76), (28, 82), (28, 87), (29, 31), (29, 32), (29, 35), (29, 42), (29, 44), (29, 46), (29, 51), (29, 53), (29, 54), (29, 55), (29, 56), (29, 59), (29, 61), (29, 63), (29, 64), (29, 66), (29, 67), (29, 75), (29, 76), (29, 82), (29, 87), (30, 34), (30, 36), (30, 38), (30, 41), (30, 52), (30, 61), (30, 65), (30, 67), (30, 69), (30, 70), (30, 71), (30, 72), (30, 73), (30, 77), (30, 79), (30, 81), (30, 83), (30, 84), (30, 85), (30, 86), (31, 32), (31, 35), (31, 42), (31, 44), (31, 46), (31, 51), (31, 53), (31, 54), (31, 55), (31, 56), (31, 59), (31, 61), (31, 63), (31, 64), (31, 66), (31, 67), (31, 75), (31, 76), (31, 82), (31, 87), (32, 35), (32, 42), (32, 44), (32, 46), (32, 51), (32, 53), (32, 54), (32, 55), (32, 56), (32, 59), (32, 61), (32, 63), (32, 64), (32, 66), (32, 67), (32, 75), (32, 76), (32, 82), (32, 87), (33, 36), (33, 37), (33, 40), (33, 43), (33, 44), (33, 47), (33, 48), (33, 50), (33, 52), (33, 53), (33, 61), (33, 65), (33, 68), (33, 69), (33, 70), (33, 72), (33, 75), (33, 78), (33, 80), (33, 83), (33, 85), (34, 36), (34, 38), (34, 41), (34, 52), (34, 61), (34, 65), (34, 67), (34, 69), (34, 70), (34, 71), (34, 72), (34, 73), (34, 77), (34, 81), (34, 83), (34, 84), (34, 85), (34, 86), (35, 42), (35, 44), (35, 46), (35, 51), (35, 53), (35, 54), (35, 55), (35, 56), (35, 59), (35, 61), (35, 63), (35, 64), (35, 66), (35, 67), (35, 75), (35, 76), (35, 82), (35, 87), (36, 37), (36, 38), (36, 40), (36, 41), (36, 43), (36, 44), (36, 47), (36, 48), (36, 50), (36, 52), (36, 53), (36, 61), (36, 65), (36, 67), (36, 68), (36, 69), (36, 70), (36, 71), (36, 72), (36, 73), (36, 75), (36, 77), (36, 78), (36, 80), (36, 81), (36, 83), (36, 84), (36, 85), (36, 86), (37, 40), (37, 43), (37, 44), (37, 47), (37, 48), (37, 50), (37, 52), (37, 53), (37, 61), (37, 65), (37, 68), (37, 69), (37, 70), (37, 72), (37, 75), (37, 78), (37, 80), (37, 83), (37, 85), (38, 41), (38, 52), (38, 61), (38, 65), (38, 67), (38, 69), (38, 70), (38, 71), (38, 72), (38, 73), (38, 77), (38, 81), (38, 83), (38, 84), (38, 85), (38, 86), (39, 45), (39, 49), (39, 57), (39, 58), (39, 60), (39, 62), (39, 69), (39, 74), (39, 79), (39, 81), (39, 88), (40, 43), (40, 44), (40, 47), (40, 48), (40, 50), (40, 52), (40, 53), (40, 61), (40, 65), (40, 68), (40, 69), (40, 70), (40, 72), (40, 75), (40, 78), (40, 80), (40, 83), (40, 85), (41, 52), (41, 61), (41, 65), (41, 67), (41, 69), (41, 70), (41, 71), (41, 72), (41, 73), (41, 77), (41, 81), (41, 83), (41, 84), (41, 85), (41, 86), (42, 44), (42, 46), (42, 51), (42, 53), (42, 54), (42, 55), (42, 56), (42, 59), (42, 61), (42, 63), (42, 64), (42, 66), (42, 67), (42, 75), (42, 76), (42, 82), (42, 87), (43, 44), (43, 47), (43, 48), (43, 50), (43, 52), (43, 53), (43, 61), (43, 65), (43, 68), (43, 69), (43, 70), (43, 72), (43, 75), (43, 78), (43, 80), (43, 83), (43, 85), (44, 46), (44, 47), (44, 48), (44, 50), (44, 51), (44, 52), (44, 53), (44, 54), (44, 55), (44, 56), (44, 59), (44, 61), (44, 63), (44, 64), (44, 65), (44, 66), (44, 67), (44, 68), (44, 69), (44, 70), (44, 72), (44, 75), (44, 76), (44, 78), (44, 80), (44, 82), (44, 83), (44, 85), (44, 87), (45, 49), (45, 57), (45, 58), (45, 60), (45, 62), (45, 69), (45, 74), (45, 79), (45, 81), (45, 88), (46, 51), (46, 53), (46, 54), (46, 55), (46, 56), (46, 59), (46, 61), (46, 63), (46, 64), (46, 66), (46, 67), (46, 75), (46, 76), (46, 82), (46, 87), (47, 48), (47, 50), (47, 52), (47, 53), (47, 61), (47, 65), (47, 68), (47, 69), (47, 70), (47, 72), (47, 75), (47, 78), (47, 80), (47, 83), (47, 85), (48, 50), (48, 52), (48, 53), (48, 61), (48, 65), (48, 68), (48, 69), (48, 70), (48, 72), (48, 75), (48, 78), (48, 80), (48, 83), (48, 85), (49, 57), (49, 58), (49, 60), (49, 62), (49, 69), (49, 74), (49, 79), (49, 81), (49, 88), (50, 52), (50, 53), (50, 61), (50, 65), (50, 68), (50, 69), (50, 70), (50, 72), (50, 75), (50, 78), (50, 80), (50, 83), (50, 85), (51, 53), (51, 54), (51, 55), (51, 56), (51, 59), (51, 61), (51, 63), (51, 64), (51, 66), (51, 67), (51, 75), (51, 76), (51, 82), (51, 87), (52, 53), (52, 61), (52, 65), (52, 67), (52, 68), (52, 69), (52, 70), (52, 71), (52, 72), (52, 73), (52, 75), (52, 77), (52, 78), (52, 80), (52, 81), (52, 83), (52, 84), (52, 85), (52, 86), (53, 54), (53, 55), (53, 56), (53, 59), (53, 61), (53, 63), (53, 64), (53, 65), (53, 66), (53, 67), (53, 68), (53, 69), (53, 70), (53, 72), (53, 75), (53, 76), (53, 78), (53, 80), (53, 82), (53, 83), (53, 85), (53, 87), (54, 55), (54, 56), (54, 59), (54, 61), (54, 63), (54, 64), (54, 66), (54, 67), (54, 75), (54, 76), (54, 82), (54, 87), (55, 56), (55, 59), (55, 61), (55, 63), (55, 64), (55, 66), (55, 67), (55, 75), (55, 76), (55, 82), (55, 87), (56, 59), (56, 61), (56, 63), (56, 64), (56, 66), (56, 67), (56, 75), (56, 76), (56, 82), (56, 87), (57, 58), (57, 60), (57, 62), (57, 69), (57, 74), (57, 79), (57, 81), (57, 88), (58, 60), (58, 62), (58, 69), (58, 74), (58, 79), (58, 81), (58, 88), (59, 61), (59, 63), (59, 64), (59, 66), (59, 67), (59, 75), (59, 76), (59, 82), (59, 87), (60, 62), (60, 69), (60, 74), (60, 79), (60, 81), (60, 88), (61, 63), (61, 64), (61, 65), (61, 66), (61, 67), (61, 68), (61, 69), (61, 70), (61, 71), (61, 72), (61, 73), (61, 75), (61, 76), (61, 77), (61, 78), (61, 80), (61, 81), (61, 82), (61, 83), (61, 84), (61, 85), (61, 86), (61, 87), (62, 69), (62, 74), (62, 79), (62, 81), (62, 88), (63, 64), (63, 66), (63, 67), (63, 75), (63, 76), (63, 82), (63, 87), (64, 66), (64, 67), (64, 75), (64, 76), (64, 82), (64, 87), (65, 67), (65, 68), (65, 69), (65, 70), (65, 71), (65, 72), (65, 73), (65, 75), (65, 77), (65, 78), (65, 80), (65, 81), (65, 83), (65, 84), (65, 85), (65, 86), (66, 67), (66, 75), (66, 76), (66, 82), (66, 87), (67, 69), (67, 70), (67, 71), (67, 72), (67, 73), (67, 75), (67, 76), (67, 77), (67, 81), (67, 82), (67, 83), (67, 84), (67, 85), (67, 86), (67, 87), (68, 69), (68, 70), (68, 72), (68, 75), (68, 78), (68, 80), (68, 83), (68, 85), (69, 70), (69, 71), (69, 72), (69, 73), (69, 74), (69, 75), (69, 77), (69, 78), (69, 79), (69, 80), (69, 81), (69, 83), (69, 84), (69, 85), (69, 86), (69, 88), (70, 71), (70, 72), (70, 73), (70, 75), (70, 77), (70, 78), (70, 80), (70, 81), (70, 83), (70, 84), (70, 85), (70, 86), (71, 72), (71, 73), (71, 77), (71, 81), (71, 83), (71, 84), (71, 85), (71, 86), (72, 73), (72, 75), (72, 77), (72, 78), (72, 80), (72, 81), (72, 83), (72, 84), (72, 85), (72, 86), (73, 77), (73, 81), (73, 83), (73, 84), (73, 85), (73, 86), (74, 79), (74, 81), (74, 88), (75, 76), (75, 78), (75, 80), (75, 82), (75, 83), (75, 85), (75, 87), (76, 82), (76, 87), (77, 81), (77, 83), (77, 84), (77, 85), (77, 86), (78, 80), (78, 83), (78, 85), (79, 81), (79, 88), (80, 83), (80, 85), (81, 83), (81, 84), (81, 85), (81, 86), (81, 88), (82, 87), (83, 84), (83, 85), (83, 86), (84, 85), (84, 86), (85, 86)]"
667,"[(0, 1), (0, 2), (0, 3), (0, 4), (0, 5), (0, 6), (1, 2), (1, 3), (1, 4), (1, 5), (1, 6), (2, 3), (2, 4), (2, 5), (2, 6), (3, 4), (3, 5), (3, 6), (4, 5), (4, 6), (5, 6)]"
668,"[(0, 1), (0, 2), (0, 4), (0, 6), (0, 9), (1, 2), (1, 4), (1, 6), (1, 9), (2, 3), (2, 4), (2, 5), (2, 6), (2, 7), (2, 8), (2, 9), (3, 5), (3, 7), (3, 8), (4, 6), (4, 9), (5, 7), (5, 8), (6, 9), (7, 8)]"
669,"[(0, 1), (0, 2), (0, 3), (0, 4), (0, 5), (0, 6), (0, 7), (0, 8), (0, 9), (0, 10), (1, 2), (1, 3), (1, 4), (1, 5), (1, 6), (1, 7), (1, 8), (1, 9), (1, 10), (2, 3), (2, 4), (2, 5), (2, 6), (2, 7), (2, 8), (2, 9), (2, 10), (3, 4), (3, 5), (3, 6), (3, 7), (3, 8), (3, 9), (3, 10), (4, 5), (4, 6), (4, 7), (4, 8), (4, 9), (4, 10), (5, 6), (5, 7), (5, 8), (5, 9), (5, 10), (6, 7), (6, 8), (6, 9), (6, 10), (7, 8), (7, 9), (7, 10), (8, 9), (8, 10), (9, 10)]"
670,"[(0, 1), (0, 2), (0, 3), (0, 4), (0, 5), (0, 6), (0, 7), (0, 8), (1, 2), (1, 3), (1, 4), (1, 5), (1, 6), (1, 7), (1, 8), (2, 3), (2, 4), (2, 5), (2, 6), (2, 7), (2, 8), (3, 4), (3, 5), (3, 6), (3, 7), (3, 8), (4, 5), (4, 6), (4, 7), (4, 8), (5, 6), (5, 7), (5, 8), (6, 7), (6, 8), (7, 8)]"
671,"[(0, 3), (0, 10), (0, 14), (1, 2), (1, 11), (1, 13), (1, 14), (2, 11), (2, 13), (2, 14), (3, 10), (3, 14), (4, 14), (4, 17), (4, 20), (5, 7), (5, 9), (5, 12), (5, 14), (5, 16), (5, 18), (6, 8), (6, 14), (6, 15), (6, 19), (7, 9), (7, 12), (7, 14), (7, 16), (7, 18), (8, 9), (8, 14), (8, 15), (8, 19), (9, 12), (9, 14), (9, 16), (9, 18), (10, 14), (11, 13), (11, 14), (12, 14), (12, 16), (12, 18), (13, 14), (14, 15), (14, 16), (14, 17), (14, 18), (14, 19), (14, 20), (15, 19), (16, 18), (17, 20)]"
672,"[(0, 1), (0, 2), (0, 3), (0, 6), (0, 13), (1, 2), (1, 3), (1, 4), (1, 5), (1, 6), (1, 7), (1, 8), (1, 9), (1, 10), (1, 11), (1, 12), (1, 13), (2, 3), (2, 6), (2, 13), (3, 4), (3, 5), (3, 6), (3, 7), (3, 8), (3, 9), (3, 10), (3, 11), (3, 12), (3, 13), (4, 5), (4, 7), (4, 8), (4, 9), (4, 10), (4, 11), (4, 12), (5, 7), (5, 8), (5, 9), (5, 10), (5, 11), (5, 12), (6, 13), (7, 8), (7, 9), (7, 10), (7, 11), (7, 12), (8, 9), (8, 10), (8, 11), (8, 12), (9, 10), (9, 11), (9, 12), (10, 11), (10, 12), (11, 12)]"
673,"[(0, 6), (0, 7), (0, 9), (0, 13), (0, 14), (1, 3), (1, 6), (1, 10), (1, 11), (1, 15), (2, 4), (2, 5), (2, 6), (2, 8), (2, 12), (2, 16), (2, 17), (3, 6), (3, 10), (3, 11), (3, 15), (4, 5), (4, 6), (4, 8), (4, 12), (4, 16), (4, 17), (5, 6), (5, 8), (5, 12), (5, 16), (5, 17), (6, 7), (6, 8), (6, 9), (6, 10), (6, 11), (6, 12), (6, 13), (6, 14), (6, 15), (6, 16), (6, 17), (7, 9), (7, 13), (7, 14), (8, 12), (8, 16), (8, 17), (9, 13), (9, 14), (10, 11), (10, 15), (11, 15), (12, 16), (12, 17), (13, 14), (16, 17)]"
674,"[(0, 1), (0, 2), (0, 3), (0, 4), (0, 5), (0, 6), (1, 2), (1, 3), (1, 4), (1, 5), (1, 6), (2, 3), (2, 4), (2, 5), (2, 6), (3, 4), (3, 5), (3, 6), (4, 5), (4, 6), (5, 6)]"
675,"[(0, 1), (0, 2), (0, 3), (0, 4), (0, 5), (0, 6), (1, 2), (1, 3), (1, 4), (1, 5), (1, 6), (2, 3), (2, 4), (2, 5), (2, 6), (3, 4), (3, 5), (3, 6), (4, 5), (4, 6), (5, 6)]"
676,"[(0, 1), (0, 2), (0, 3), (0, 4), (0, 5), (0, 6), (1, 2), (1, 3), (1, 4), (1, 5), (1, 6), (2, 3), (2, 4), (2, 5), (2, 6), (3, 4), (3, 5), (3, 6), (4, 5), (4, 6), (5, 6)]"
677,"[(0, 1), (0, 2), (0, 3), (0, 4), (0, 5), (0, 6), (0, 7), (1, 2), (1, 3), (1, 4), (1, 5), (1, 6), (1, 7), (2, 3), (2, 4), (2, 5), (2, 6), (2, 7), (3, 4), (3, 5), (3, 6), (3, 7), (4, 5), (4, 6), (4, 7), (5, 6), (5, 7), (6, 7)]"
678,"[(0, 2), (0, 4), (0, 5), (0, 9), (0, 10), (1, 2), (1, 3), (1, 4), (1, 6), (1, 7), (1, 8), (1, 11), (2, 3), (2, 4), (2, 5), (2, 6), (2, 7), (2, 8), (2, 9), (2, 10), (2, 11), (3, 4), (3, 6), (3, 7), (3, 8), (3, 11), (4, 5), (4, 6), (4, 7), (4, 8), (4, 9), (4, 10), (4, 11), (5, 9), (5, 10), (6, 7), (6, 8), (6, 11), (7, 8), (7, 11), (8, 11), (9, 10)]"
